Trial	Block	stimside	congruentcondition	colors	respside	accuracy	RT	reward	trialtime	tmstime	query	qresp	qrt
1	1	2	2	2	2	1	477	0	-0.0147533416748047	0	0	0	0
2	1	2	2	2	2	1	397	0	2.01790738105774	0	0	0	0
3	1	2	2	2	2	1	303	0	3.96726179122925	0	0	0	0
4	1	1	1	1	1	1	358	0	5.81665539741516	0	0	0	0
5	1	2	1	1	2	1	218	0	7.7326865196228	0	0	0	0
6	1	1	2	1	2	2	228	0	9.49876475334167	0	0	0	0
7	1	1	2	2	2	2	270	0	11.281524181366	0	0	0	0
8	1	2	1	1	2	1	373	0	13.0975904464722	0	0	0	0
9	1	2	1	1	2	1	297	0	15.0136127471924	0	0	0	0
10	1	1	1	2	1	1	272	0	16.8630132675171	0	0	0	0
11	1	1	2	2	2	2	217	0	18.6957433223724	0	0	0	0
12	1	2	2	1	0	99	0	0	20.461817741394	0	0	0	0
13	1	1	1	1	0	99	0	0	23.0609624385834	0	0	0	0
14	1	1	1	2	0	99	0	0	25.6267864704132	0	0	0	0
15	1	1	1	2	1	1	414	0	28.1926076412201	0	0	0	0
16	1	2	2	1	1	2	288	0	30.1586124897003	0	0	0	0
17	1	2	1	2	2	1	406	0	32.0080134868622	0	0	0	0
18	1	2	1	2	2	1	348	0	33.9740266799927	0	0	0	0
19	1	1	1	1	1	1	398	0	35.8734004497528	0	0	0	0
20	1	1	2	2	2	2	272	0	37.8227593898773	0	0	0	0
21	1	2	2	2	2	1	503	0	39.6554822921753	0	0	0	0
22	1	2	2	2	2	1	390	0	41.704808473587	0	0	0	0
23	1	1	2	1	1	1	424	0	43.6541638374329	0	0	0	0
24	1	2	1	1	2	1	586	0	45.6368346214294	0	0	0	0
25	1	1	1	1	1	1	421	0	47.769464969635	0	0	0	0
26	1	2	2	2	1	2	487	0	49.7354834079742	0	0	0	0
27	1	1	2	1	1	1	439	0	51.7681555747986	0	0	0	0
28	1	1	1	1	1	1	455	0	53.7674925327301	0	0	0	0
29	1	1	2	2	2	2	199	0	55.783495426178	0	0	0	0
30	1	2	1	1	1	2	578	0	57.5329225063324	0	0	0	0
31	1	1	2	1	1	1	510	0	59.6655516624451	0	0	0	0
32	1	1	1	2	0	99	0	0	61.7315287590027	0	0	0	0
33	1	1	2	1	2	2	486	0	64.2973523139954	0	0	0	0
34	1	1	2	1	1	1	740	0	66.3300154209137	0	0	0	0
35	1	2	2	2	2	1	666	0	68.6292471885681	0	0	0	0
36	1	2	2	1	2	1	386	0	70.8451926708221	0	0	0	0
37	1	1	2	1	2	2	230	0	72.77787733078	0	0	0	0
38	1	2	1	2	2	1	495	0	74.5606343746185	0	0	0	0
39	1	1	1	1	1	1	316	0	76.6099495887756	0	0	0	0
40	1	2	2	2	2	1	532	0	78.4760074615479	0	0	0	0
41	1	2	1	1	2	1	496	0	80.5586524009705	0	0	0	0
42	1	1	2	2	1	1	463	0	82.6079773902893	0	0	0	0
43	1	2	2	1	2	1	367	0	84.6239724159241	0	0	0	0
44	1	1	2	2	1	1	387	0	86.5400006771088	0	0	0	0
45	1	1	1	2	2	2	312	0	88.4893658161163	0	0	0	0
46	1	1	1	1	1	1	636	0	90.3554239273071	0	0	0	0
47	1	2	1	2	2	1	217	0	92.5380246639252	0	0	0	0
48	1	2	1	2	2	1	271	0	94.3041188716888	0	0	0	0
49	1	2	1	1	2	1	310	0	96.1368374824524	0	0	0	0
50	1	2	2	1	2	1	220	0	98.0028903484344	0	0	0	0
51	1	1	2	1	1	1	246	0	99.7689728736877	0	0	0	0
52	1	2	1	2	2	1	558	0	101.568383455276	0	0	0	0
53	1	1	2	2	1	1	378	0	103.684353351593	0	0	0	0
54	1	1	1	1	1	1	397	0	105.617048978806	0	0	0	0
55	1	1	2	2	2	2	288	0	107.566395521164	0	0	0	0
56	1	2	2	2	2	1	503	0	109.415785312653	0	0	0	0
57	1	2	2	1	2	1	310	0	111.465114355087	0	0	0	0
58	1	1	1	2	2	2	348	0	113.331161975861	0	0	0	0
59	1	1	2	1	1	1	433	0	115.230546951294	0	0	0	0
60	1	1	1	2	1	1	626	0	117.213214635849	0	0	0	0
61	1	2	1	2	2	1	283	0	119.395829439163	0	0	0	0
62	1	1	1	1	1	1	370	0	121.228564977646	0	0	0	0
63	1	1	1	2	1	1	361	0	123.144601821899	0	0	0	0
64	1	1	2	2	2	2	218	0	125.060626506805	0	0	0	0
65	1	2	2	1	2	1	355	0	126.843381404877	0	0	0	0
66	1	2	1	1	2	1	328	0	128.759410619736	0	0	0	0
67	1	1	2	1	1	1	397	0	130.642120838165	0	0	0	0
68	1	2	2	1	2	1	352	0	132.591473340988	0	0	0	0
69	1	1	1	2	2	2	455	0	134.490844488144	0	0	0	0
70	1	2	2	2	2	1	357	0	136.490195512772	0	0	0	0
71	1	1	2	2	1	1	569	0	138.406227350235	0	0	0	0
72	1	1	1	2	1	1	548	0	140.538862705231	0	0	0	0
73	1	2	1	2	2	1	243	0	142.638158798218	0	0	0	0
74	1	2	2	1	2	1	457	0	144.437564611435	0	0	0	0
75	1	1	1	1	1	1	313	0	146.453573465347	0	0	0	0
76	1	2	1	2	2	1	217	0	148.319619655609	0	0	0	0
77	1	2	2	1	2	1	297	0	150.102372407913	0	0	0	0
78	1	2	1	1	2	1	319	0	151.951760292053	0	0	0	0
