Trial	Block	stimside	congruentcondition	colors	respside	accuracy	RT	reward	trialtime	tmstime	query	qresp	qrt
1	1	2	2	2	2	1	687	0	-0.0197683263104409	0	0	0	0
2	1	2	2	1	2	1	615	0	2.21223961410578	0	0	0	0
3	1	2	1	2	2	1	576	0	4.39478963345755	0	0	0	0
4	1	2	1	1	2	1	556	0	6.52735928748734	0	0	0	0
5	1	1	2	2	1	1	615	0	8.64326968730893	0	0	0	0
6	1	2	1	1	2	1	497	0	10.8091725530103	0	0	0	0
7	1	1	2	1	1	1	688	0	12.8588317957474	0	0	0	0
8	1	1	1	2	1	1	647	0	15.1080155146774	0	0	0	0
9	1	1	2	2	0	99	0	0	17.3235121465987	0	0	0	0
10	1	1	1	2	1	1	569	0	19.889730818104	0	0	0	0
11	1	2	2	2	2	1	661	0	22.0218413159018	0	0	0	0
12	1	1	1	1	1	1	541	0	24.2382101838011	0	0	0	0
13	1	1	2	2	1	1	618	0	26.3375330987619	0	0	0	0
14	1	2	2	1	2	1	451	0	28.5198638932779	0	0	0	0
15	1	1	1	1	1	1	675	0	30.5359534047311	0	0	0	0
16	1	2	2	2	2	1	522	0	32.7685535768978	0	0	0	0
17	1	1	1	1	1	1	616	0	34.8511755313957	0	0	0	0
18	1	2	1	2	2	1	514	0	37.0331468792865	0	0	0	0
19	1	2	1	2	2	1	480	0	39.099076038925	0	0	0	0
20	1	2	2	2	2	1	479	0	41.1483564135851	0	0	0	0
21	1	2	1	1	2	1	429	0	43.1809517204529	0	0	0	0
22	1	2	1	1	2	1	511	0	45.1639399926644	0	0	0	0
23	1	1	2	1	1	1	685	0	47.2295099111507	0	0	0	0
24	1	1	2	1	1	1	485	0	49.4787059371592	0	0	0	0
25	1	2	2	1	2	1	547	0	51.5285229851725	0	0	0	0
26	1	2	2	2	2	1	558	0	53.6444746800698	0	0	0	0
27	1	2	1	2	2	1	490	0	55.7764640608802	0	0	0	0
28	1	1	2	2	1	1	554	0	57.8090819409117	0	0	0	0
29	1	1	1	1	1	1	518	0	59.9249968605582	0	0	0	0
30	1	2	2	1	2	1	578	0	62.0242349670734	0	0	0	0
31	1	1	2	1	1	1	573	0	64.1573953077896	0	0	0	0
32	1	1	1	2	0	99	0	0	66.2893857676536	0	0	0	0
33	1	1	2	2	1	1	531	0	68.8551408479689	0	0	0	0
34	1	1	2	1	1	1	593	0	70.9380801947555	0	0	0	0
35	1	2	1	2	2	1	460	0	73.0873943518382	0	0	0	0
36	1	1	1	2	1	1	445	0	75.1029037631815	0	0	0	0
37	1	1	2	2	1	1	510	0	77.1021920198109	0	0	0	0
38	1	1	2	1	2	2	490	0	79.1681336042238	0	0	0	0
39	1	1	2	2	1	1	858	0	81.2007387983613	0	0	0	0
40	1	1	2	1	1	1	730	0	83.6168520101346	0	0	0	0
41	1	1	1	1	1	1	544	0	85.915720311692	0	0	0	0
42	1	2	1	2	2	1	875	0	88.0149824201362	0	0	0	0
43	1	2	1	1	2	1	476	0	90.4474470330169	0	0	0	0
44	1	1	1	1	1	1	523	0	92.4804462903412	0	0	0	0
45	1	1	1	1	1	1	488	0	94.5626475251047	0	0	0	0
46	1	1	2	1	1	1	727	0	96.612297581858	0	0	0	0
47	1	1	2	1	1	1	604	0	98.8949971063994	0	0	0	0
48	1	1	1	2	1	1	647	0	101.060325589147	0	0	0	0
49	1	2	2	1	2	1	527	0	103.276208964526	0	0	0	0
50	1	1	2	2	1	1	573	0	105.358797964058	0	0	0	0
51	1	1	1	2	1	1	696	0	107.491365022724	0	0	0	0
52	1	1	2	2	1	1	574	0	109.740961062373	0	0	0	0
53	1	2	2	2	2	1	554	0	111.873141786782	0	0	0	0
54	1	1	1	2	1	1	471	0	113.972394679207	0	0	0	0
55	1	1	2	1	1	1	742	0	116.004998619668	0	0	0	0
56	1	2	2	2	2	1	442	0	118.304173784447	0	0	0	0
57	1	1	1	2	1	1	987	0	120.303470760584	0	0	0	0
58	1	2	2	1	2	1	551	0	122.852565798094	0	0	0	0
59	1	2	1	1	0	99	0	0	124.968465815648	0	0	0	0
60	1	2	1	2	2	1	525	0	127.534220050904	0	0	0	0
61	1	2	2	2	2	1	521	0	129.633782023331	0	0	0	0
62	1	2	2	2	2	1	487	0	131.716068212292	0	0	0	0
63	1	1	2	2	1	1	582	0	133.765330855153	0	0	0	0
64	1	2	1	1	2	1	624	0	135.898351734504	0	0	0	0
65	1	1	1	2	1	1	491	0	138.080462282407	0	0	0	0
66	1	2	1	2	2	1	666	0	140.129734723479	0	0	0	0
67	1	2	1	1	2	1	977	0	142.362274468062	0	0	0	0
68	1	1	1	1	1	1	524	0	144.894693596638	0	0	0	0
69	1	1	1	1	1	1	489	0	146.977663331665	0	0	0	0
70	1	2	2	1	2	1	665	0	149.026553141768	0	0	0	0
71	1	2	2	1	2	1	495	0	151.259535186575	0	0	0	0
72	1	2	2	2	2	1	478	0	153.308362906217	0	0	0	0
73	1	2	1	2	2	1	460	0	155.358205589931	0	0	0	0
74	1	2	2	2	2	1	429	0	157.373588780756	0	0	0	0
75	1	2	2	1	2	1	478	0	159.37319827883	0	0	0	0
76	1	1	1	1	1	1	574	0	161.405482465168	0	0	0	0
77	1	1	1	2	1	1	329	0	163.53859938099	0	0	0	0
78	1	2	1	1	2	1	766	0	165.420716951252	0	0	0	0
79	1	2	2	1	2	1	402	0	167.753733158694	0	0	0	0
80	1	2	1	2	2	1	532	0	169.719551046961	0	0	0	0
81	1	2	2	2	2	1	432	0	171.818431048538	0	0	0	0
82	1	1	1	1	1	1	529	0	173.817717030528	0	0	0	0
83	1	1	1	2	1	1	365	0	175.917471543304	0	0	0	0
84	1	1	2	2	1	1	546	0	177.832952333847	0	0	0	0
85	1	2	2	1	2	1	446	0	179.948865269311	0	0	0	0
